0	1	2	3	4	5	6
ASTM	F2761-09 (2013)	13-46	Medical Devices and Medical Systems - Essential safety requirements for equipment comprising the patient-centric integrated clinical environment (ICE) - Part 1: General requirements and conceptual model	2014-07-09	Software/Informatics	
CLSI	POCT1-A2	13-14	Point-of-Care Connectivity	2008-09-09	Software/Informatics	
AAMI	TIR97:2019	13-112	Principles for medical device security - Postmarket risk management for device manufacturers	2019-12-23	Software/Informatics	
AAMI	TIR57:2016	13-83	Principles for medical device security - Risk management.	2016-06-27	Software/Informatics	
CLSI	AUTO9-A	13-28	Remote Access to Clinical Laboratory Diagnostic Devices via the Internet; Approved Standard	2009-03-18	Software/Informatics	
IEC IEEE ISO	29119-1 First edition 2013-09-01	13-115	Software and systems engineering - Software testing - Part 1: Concepts and definitions	2020-07-06	Software/Informatics	
CLSI	AUTO12-A	13-31	Specimen Labels: Content and Location Fonts and Label Orientation; Approved Standard	2012-08-20	Software/Informatics	
CLSI	LIS05-A	13-20	Standand Specification for Transferring Clinical Observations Between Independent Computer Systems	2008-09-09	Software/Informatics	
ANSI UL	2900-2-1 First Edition 2017	13-104	Standard for Safety Software Cybersecurity for Network-Connectable Products Part 2-1: Particular Requirements for Network Connectable Components of Healthcare and Wellness Systems	2018-06-07	Software/Informatics	
ANSI UL	2900-1 First Edition 2017	13-96	Standard for Safety Standard for Software Cybersecurity Network-Connectable Products Part 1: General Requirements	2017-08-21	Software/Informatics	
CLSI	LIS09-A	13-24	Standard Guide for Coordination of Clinical Laboratory Services within the Electronic Health Record Environment and Networked Architectures	2008-09-09	Software/Informatics	
CLSI	LIS04-A	13-19	Standard Guide for Documentation of Clinical Laboratory Computer Systems	2008-09-09	Software/Informatics	
CLSI	LIS08-A	13-23	Standard Guide for Functional Requirements of Clinical Laboratory Information Management Systems	2008-09-09	Software/Informatics	
CLSI	LIS03-A	13-18	Standard Guide for Selection of a Clinical Laboratory Information Management System	2008-09-09	Software/Informatics	
CLSI	LIS06-A	13-21	Standard Practice for Reporting Reliability of Clinical Laboratory Information Systems	2008-09-09	Software/Informatics	
CLSI	LIS01-A2	13-29	Standard Specification for Low-Level Protocol to Transfer Messages Between Clinical Laboratory Instruments and Computer Systems	2009-09-08	Software/Informatics	
CLSI	LIS02-A2	13-17	Standard Specification for Transferring Information Between Clinical Instruments and Computer Systems; Approved Standard-Second Edition	2008-09-09	Software/Informatics	
CLSI	LIS07-A	13-22	Standard Specification for Use of Bar Codes on Specimen Tubes in the Clinical Laboratory	2008-09-09	Software/Informatics	
ANSI UL	1998 Third Edition 2013	13-65	Standards for Safety Software in Programmable Components Second Edition. [This Standard contains revisions through and including October 28 2008]	2014-07-09	Software/Informatics	
IHTSDO	SNOMED-CT RF2 Release 2015	13-73	Systematized Nomenclature of Medicine - Clinical Terms	2015-08-14	Software/Informatics	
IEC ISO	15026-1 First edition 2013-11-01	13-86	Systems and software engineering - Systems and software assurance - Part 1: Concepts and vocabulary	2016-12-23	Software/Informatics	
IEC ISO	15026-2 First edition 2011-02-15	13-87	Systems and software engineering - Systems and software assurance - Part 2: Assurance case	2016-12-23	Software/Informatics	
IEC ISO	15026-4 First edition 2012-10-01	13-59	Systems and software engineering - Systems and software assurance - Part 4: Assurance in the life cycle	2013-08-06	Software/Informatics	
AAMI	TIR 36:2007	13-33	Validation of software for regulated processes	2013-01-15	Software/Informatics
USP	43-NF38:2020	14-558	<1229.5> Biological Indicators for Sterilization	2020-12-21	Sterility	
USP	43-NF38:2020	14-555	<161> Medical Devices-Bacterial Endotoxin and Pyrogen Tests	2020-12-21	Sterility	
USP	43-NF38:2020	14-557	<55> Biological Indicators -- Resistance Performance Tests	2020-12-21	Sterility	
USP	43-NF38:2020	14-559	<61> Microbiological Examination of Nonsterile Products: Microbial Enumeration Tests	2020-12-21	Sterility	
USP	43-NF38:2020	14-556	<62> Microbiological Examination of Nonsterile Products: Tests for Specified Microorganisms	2020-12-21	Sterility	
USP	43-NF38:2020	14-560	<71> Sterility Tests	2020-12-21	Sterility	
USP	43-NF38:2020	14-561	<85> Bacterial Endotoxins Test	2020-12-21	Sterility	
ISO	13408-1 Second edition 2008-06-15	14-427	Aseptic processing of health care products - Part 1: General requirements [Including: Amendment 1 (2013)]	2014-01-30	Sterility	
ISO	13408-2 Second edition 2018-01	14-512	Aseptic processing of health care products - Part 2: Sterilizing filtration.	2018-09-17	Sterility	
ISO	13408-3 First edition 2006-09-15	14-239	Aseptic processing of health care products - Part 3: Lyophilization	2008-09-09	Sterility	
ISO	13408-4 First edition 2005-11-01	14-191	Aseptic processing of health care products - Part 4: Clean-in-place technologies	2008-09-09	Sterility	
ISO	13408-5 First edition 2006-11-15	14-240	Aseptic processing of health care products - Part 5: Sterilization-in-place	2008-09-09	Sterility	
ISO	13408-6 First edition 2005-06-15	14-424	Aseptic processing of health care products - Part 6: Isolator systems [Including: Amendment 1 (2013)]	2014-01-30	Sterility	
ISO	13408-7 First edition 2012-08-01	14-388	Aseptic processing of health care products - Part 7: Alternate processes for medical devices and combination products	2013-08-06	Sterility	
ANSI AAMI	ST24:1999/(R)2018	14-290	Automatic general purpose ethylene oxide sterilizers and ethylene oxide sterilant sources intended for use in health care facilities 3ed.	2014-07-09	Sterility	
ANSI AAMI	ST72:2019	14-541	Bacterial endotoxins - Test methods routine monitoring and alternatives to batch testing	2020-07-06	Sterility	
ANSI AAMI	ST72:2011/(R)2016	14-360	Bacterial endotoxins - Test methods routine monitoring and alternatives to batch testing	2016-12-23	Sterility	
ANSI AAMI	ST58:2013/(R)2018	14-432	Chemical sterilization and high-level disinfection in health care facilities	2014-07-09	Sterility	
ISO	14698-1:2003	14-142	Cleanrooms and Associated Controlled Environments - Biocontamination Control - Part 1: General Principles and Methods	2008-09-09	Sterility	
ISO	14698-2 First edition 2003-09-15	14-395	Cleanrooms and Associated Controlled Environments - Biocontamination Control - Part 2: Evaluation and Interpretation of Biocontamination Data [Including: Technical Corrigendum 1 (2004)]	2014-01-30	Sterility	
ISO	14644-1 Second edition 2015-12-15	14-500	Cleanrooms and associated controlled environments - Part 1: Classification of air cleanliness by particle concentration	2016-12-23	Sterility	
ISO	14644-10 First edition 2013-03-01	14-390	Cleanrooms and associated controlled environments - Part 10: Classification of surface cleanliness by chemical concentration	2015-01-27	Sterility	
ISO	14644-2 Second edition 2015-12-15	14-481	Cleanrooms and associated controlled environments - Part 2: Monitoring to provide evidence of cleanroom performance related to air cleanliness by particle concentration	2016-06-27	Sterility	
ISO	14644-3 First edition 2005-12-15	14-242	Cleanrooms and associated controlled environments - Part 3: Test methods	2015-01-27	Sterility	
ISO	14644-4 First edition 2001-04-01	14-141	Cleanrooms and associated controlled environments - Part 4: Design construction and start-up	2015-01-27	Sterility	
ISO	14644-5 First edition 2004-08-15	14-165	Cleanrooms and associated controlled environments - Part 5: Operations	2015-01-27	Sterility	
ISO	14644-6 First edition 2007-07-15	14-243	Cleanrooms and associated controlled environments - Part 6: Vocabulary	2015-01-27	Sterility	
ISO	14644-7 First edition 2004-10-01	14-166	Cleanrooms and associated controlled environments - Part 7: Separative devices (clean air hoods gloveboxes isolators and mini-environments)	2015-01-27	Sterility	
ISO	14644-8 Second edition 2013-02-15	14-379	Cleanrooms and associated controlled environments - Part 8: Classification of air cleanliness by chemical concentration (ACC)	2015-01-27	Sterility	
ISO	14644-9 First edition 2012-08-15	14-389	Cleanrooms and associated controlled environments - Part 9: Classification of surface cleanliness by particle concentration	2015-01-27	Sterility	
ANSI AAMI	ST79:2017	14-511	Comprehensive guide to steam sterilization and sterility assurance in health care facilities	2018-06-07	Sterility	
ANSI AAMI	ST77:2013/(R)2018	14-396	Containment devices for reusable medical device sterilization	2019-01-14	Sterility	
ANSI AAMI	ST50:2004/(R)2018	14-293	Dry heat (heated air) sterilizers	2018-09-17	Sterility	
ANSI AAMI	ST41:2008/(R)2018	14-275	Ethylene oxide sterilization in health care facilities: Safety and effectiveness	2018-09-17	Sterility	
ANSI AAMI	ST91:2015	14-478	Flexible and semi-rigid endoscope processing in health care facilities	2015-08-14	Sterility	
ISO	/TS 19930 First edition 2017-12	14-533	Guidance on aspects of a risk-based approach to assuring sterility of terminally sterilized single-use health care product that is unable to withstand processing to achieve maximally a sterility assurance level of 10-6	2019-07-15	Sterility	
ASTM ISO	52303 First edition 2015-07-15	14-483	Guide for absorbed-dose mapping in radiation processing facilities	2016-06-27	Sterility	
ASTM ISO	51707 Third edition 2015-03-15	14-465	Guide for estimating uncertainties in dosimetry for radiation processing	2015-08-14	Sterility	
ASTM ISO	52701 First edition 2013-11-15	14-437	Guide for performance characterization of dosimeters and dosimetry systems for use in radiation processing	2014-07-09	Sterility	
ANSI AAMI	ST8:2013/(R)2018	14-406	Hospital steam sterilizers	2014-01-30	Sterility	
AOAC	6.2.01:2013	14-412	Official Method 955.14 Testing Disinfectants Against Salmonella choleraesuis Use-Dilution Method	2014-01-30	Sterility	
AOAC	6.2.04:2013	14-397	Official Method 955.15 Testing Disinfectants Against Staphylococcus aureusUse-Dilution Method	2014-01-30	Sterility	
AOAC	6.3.02:2006	14-217	Official Method 955.17 Fungicidal Activity of Disinfectants Using Trichophyton mentagrophytes	2013-01-15	Sterility	
AOAC	6.2.06:2013	14-413	Official Method 964.02 Testing Disinfectants Against Pseudomonas aeruginosa Use-Dilution Method	2014-01-30	Sterility	
AOAC	6.3.06:2012	14-399	Official Method 965.12 Tuberculocidal Activity of Disinfectants	2014-01-30	Sterility	
AOAC	6.3.05:2013	14-398	Official Method 966.04 Sporicidal Activity of Disinfectants Method I	2014-01-30	Sterility	
AOAC	6.2.02:2006	14-212	Official Method 991.47 Testing Disinfectants Against Salmonella choleraesuis Hard Surface Carrier Test Method	2013-01-15	Sterility	
AOAC	6.2.03:2006	14-213	Official Method 991.48 Testing Disinfectants Against Staphylococcus aureus Hard Surface Carrier Test Method	2013-01-15	Sterility	
AOAC	6.2.05:2006	14-215	Official Method 991.49 Testing Disinfectants Against Pseudomonas aeruginosaHard Surface Carrier Test Method	2013-01-15	Sterility	
ISO	/TS 16775 First edition 2014-05-15	14-456	Packaging for terminally sterilized medical devices - Guidance on the application of ISO 11607-1 and ISO 11607-2	2015-01-27	Sterility	
ISO	11607-1 Second edition 2019-02	14-530	Packaging for terminally sterilized medical devices - Part 1: Requirements for materials sterile barrier systems and packaging systems	2019-07-15	Sterility	
ISO	11607-2 Second edition 2019-02	14-531	Packaging for terminally sterilized medical devices - Part 2: Validation requirements for forming sealing and assembly processes	2019-07-15	Sterility	
ASTM ISO	51261 Second edition 2013-04-15	14-381	Practice for calibration of routine dosimetry systems for radiation processing	2013-08-06	Sterility	
ASTM ISO	51702 Third edition 2013-04-15	14-383	Practice for dosimetry in a gamma facility for radiation processing	2013-08-06	Sterility	
ASTM ISO	51649 Third edition 2015-03-15	14-464	Practice for dosimetry in an electron beam facility for radiation processing at energies between 300 keV and 25 MeV	2015-08-14	Sterility	
ASTM ISO	51818 Fourth edition 2020-06	14-552	Practice for dosimetry in an electron beam facility for radiation processing at energies between 80 and 300 keV	2020-12-21	Sterility	
ASTM ISO	51818 Third edition 2013-06-01	14-411	Practice for dosimetry in an electron beam facility for radiation processing at energies between 80 and 300 keV	2014-01-30	Sterility	
